complaint_id,complaint_officer_number,officer_days_on_force_at_incident,allegation_record_identity,fado_type,allegation,victim_age_range_at_incident,victim_gender,victim_race_legacy,investigator_recommendation,ccrb_allegation_disposition,tax_id,officer_rank_at_incident,officer_command_at_incident,victim_race_ethnicity,nypd_allegation_disposition,officer_years_on_force_at_incident
200917917,2,1041,675351,Abuse of Authority,Strip-searched,20 < Age <= 24,Male/Man,Hispanic,Unsubstantiated,Unsubstantiated,943896.0,Police Officer,083 PCT,Unknown,Unknown,2.85
201602328,1,0,947600,Abuse of Authority,Vehicle stop,44 < Age <= 49,Female/Woman,Black,Complainant Uncooperative,Complainant Uncooperative,0,Unknown,Unknown,Unknown,Unknown,0.0
200718440,2,2855,542810,Force,Other blunt instrument as a club,20 < Age <= 24,Male/Man,Hispanic,Complainant Uncooperative,Complainant Uncooperative,925671.0,Police Officer,049 PCT,Unknown,Unknown,7.82
202307574,1,464,1263792,Abuse of Authority,Stop,49 < Age <= 54,Male/Man,Unknown,Substantiated,Unable to Determine,973946.0,Police Officer,TD 4,White/Caucasian (R),Unknown,1.27
200306355,1,2316,329528,Force,Handcuffs too tight,29 < Age <= 34,Male/Man,Hispanic,Exonerated,Exonerated,919208.0,Police Officer,034 PCT,Unknown,Unknown,6.35
202304655,1,1234,1235694,Abuse of Authority,Other,24 < Age <= 29,Male/Man,Unknown,Unable to Determine,Unable to Determine,968936.0,Police Officer,083 PCT,Unknown,Unknown,3.38
202509017,1,273,1331070,Abuse of Authority,Threat to damage/seize property,49 < Age <= 54,Male/Man,Unknown,SRAD Closure,SRAD Closure,980770.0,Police Officer,075 PCT FTU,American Indian/Alaska Native (R),Unknown,0.75
201904226,1,4502,1070562,Abuse of Authority,Failure to provide RTKA card,24 < Age <= 29,Male/Man,Unknown,Substantiated,Unsubstantiated,943634.0,Detective,NARCBBN,Unknown,Unknown,12.33
200912104,4,0,675067,Force,Physical force,17 < Age <= 20,Male/Man,Black,Exonerated,Exonerated,0,Unknown,Unknown,Unknown,Unknown,0.0
201307629,1,0,842920,Force,Physical force,59 < Age <= 64,Male/Man,Unknown,Complainant Uncooperative,Complainant Uncooperative,0,Unknown,075 PCT,Unknown,Unknown,0.0
200501326,1,0,386295,Abuse of Authority,Property damaged,29 < Age <= 34,Male/Man,Black,Alleged Victim Uncooperative,Alleged Victim Uncooperative,0,Unknown,Unknown,Unknown,Unknown,0.0
201802088,1,0,1025555,Abuse of Authority,Seizure of property,49 < Age <= 54,Male/Man,Unknown,Complainant Unavailable,Complainant Unavailable,0,Unknown,Unknown,Unknown,Unknown,0.0
200005994,1,0,253262,Abuse of Authority,Refusal to provide name/shield number,20 < Age <= 24,Female/Woman,Black,Complainant Uncooperative,Complainant Uncooperative,0,Unknown,Pct,Unknown,Unknown,0.0
202006447,2,619,1162050,Abuse of Authority,Stop,24 < Age <= 29,Unknown,Unknown,Exonerated,Exonerated,967389.0,Police Officer,006 PCT,Unknown,Unknown,1.7
200813757,1,5318,600497,Abuse of Authority,Property damaged,20 < Age <= 24,Female/Woman,Black,Exonerated,Exonerated,911870.0,Police Officer,TB DT02,Unknown,Unknown,14.57
201707222,3,4158,1031432,Abuse of Authority,Entry of Premises,0,Unknown,Unknown,Exonerated,Exonerated,940313.0,Lieutenant,PBBX,Unknown,Unknown,11.39
202508822,1,0,1330203,Force,Physical force,0,Male/Man,Unknown,Victim Unidentified,Victim Unidentified,0,Unknown,Unknown,Decline to Answer (NA),Unknown,0.0
200204061,1,0,296967,Abuse of Authority,Question and/or stop,0,Male/Man,White,Complaint Withdrawn,Complaint Withdrawn,0,Unknown,Narcotics Borough Staten Island,Unknown,Unknown,0.0
200805676,1,1753,571424,Abuse of Authority,Gun Drawn,0,Unknown,Unknown,Unsubstantiated,Unsubstantiated,932558.0,Police Officer,103 PCT,Unknown,Unknown,4.8
202309150,1,797,1269655,Force,Gun Pointed,39 < Age <= 44,Male/Man,Unknown,Within NYPD Guidelines,Within NYPD Guidelines,972213.0,Police Officer,043 PCT,Black and/or African American (R),Unknown,2.18
202508370,1,1106,1328914,Abuse of Authority,Improper use of body-worn camera,54 < Age <= 59,Male/Man,Unknown,Alleged Victim Unavailable,Alleged Victim Unavailable,974821.0,Police Officer,PSA1 VIPER13,Unknown,Unknown,3.03
202401857,1,550,1264929,Force,Chokehold,29 < Age <= 34,Male/Man,Unknown,Closed - Pending Litigation,Closed - Pending Litigation,973444.0,Police Officer,MS TIMES SQ,Black and/or African American (R),Unknown,1.51
202405579,1,4722,1296585,Abuse of Authority,Threat of force (verbal or physical),14 < Age <= 17,Male/Man,Unknown,Unable to Determine,Unable to Determine,951140.0,Police Officer,SRG 2,Black and/or African American (R),Unknown,12.94
200407235,1,4835,383858,Discourtesy,Word,20 < Age <= 24,Male/Man,Black,Substantiated,Substantiated (Charges),899433.0,Police Officer,042 PCT,Unknown,Command Discipline - B,13.25
200700378,2,539,534397,Abuse of Authority,Refusal to obtain medical treatment,24 < Age <= 29,Male/Man,Black,Unfounded,Unfounded,938472.0,Police Officer,044 PCT,Unknown,Unknown,1.48
202508208,1,1373,1328441,Force,Chokehold,24 < Age <= 29,Male/Man,Unknown,Alleged Victim Unavailable,Alleged Victim Unavailable,972647.0,Police Officer,TB RESPONSE,Other Hispanic/Latino (E),Unknown,3.76
201407556,2,2572,902072,Abuse of Authority,Premises entered and/or searched,0,Unknown,Unknown,Substantiated,Substantiated (Charges),944907.0,Sergeant,081 PCT,Unknown,APU Not guilty,7.05
200803643,1,6352,575368,Force,Physical force,39 < Age <= 44,Male/Man,Black,Unfounded,Unfounded,897397.0,Sergeant,034 PCT,Unknown,Unknown,17.4
200003219,1,0,242724,Offensive Language,Other,0,Unknown,Unknown,Complainant Unavailable,Complainant Unavailable,0,Unknown,Unknown,Unknown,Unknown,0.0
202501692,1,0,1308904,Abuse of Authority,Property damaged,49 < Age <= 54,Male/Man,Unknown,Complainant Unavailable,Complainant Unavailable,0,Unknown,Unknown,Decline to Answer (NA),Unknown,0.0
201507798,1,2970,943269,Abuse of Authority,Refusal to show search warrant,44 < Age <= 49,Male/Man,Hispanic,Unsubstantiated,Unsubstantiated,944365.0,Detective,NARCBBS,Unknown,Unknown,8.14
200606496,1,4389,489695,Abuse of Authority,Question and/or stop,17 < Age <= 20,Male/Man,Black,Unsubstantiated,Unsubstantiated,906601.0,Sergeant,PSA 8,Unknown,Unknown,12.02
200406482,1,3434,362803,Discourtesy,Word,34 < Age <= 39,Female/Woman,Other Race,Substantiated,Substantiated (Charges),914793.0,Sergeant,070 PCT,Unknown,Instructions,9.41
202405725,1,687,1279058,Force,Physical force,24 < Age <= 29,Male/Man,Unknown,Within NYPD Guidelines,Within NYPD Guidelines,974947.0,Police Officer,TB TPF,White/Caucasian (R),Unknown,1.88
201101682,1,0,729123,Force,Physical force,14 < Age <= 17,Male/Man,Hispanic,Alleged Victim Unavailable,Alleged Victim Unavailable,0,Unknown,Unknown,Unknown,Unknown,0.0
202410502,1,6131,1295637,Abuse of Authority,Forcible Removal to Hospital,44 < Age <= 49,Unknown,Unknown,Unfounded,Unfounded,945608.0,Police Officer,019 PCT,Unknown,Unknown,16.8
201405718,1,4997,881230,Discourtesy,Word,39 < Age <= 44,Male/Man,Black,Complainant Uncooperative,Complainant Uncooperative,927632.0,Police Officer,048 PCT,Unknown,Unknown,13.69
201113585,4,0,784140,Abuse of Authority,Frisk,0,Male/Man,Unknown,Alleged Victim Unavailable,Alleged Victim Unavailable,0,Unknown,024 PCT,Unknown,Unknown,0.0
202410140,1,1007,1294434,Force,Physical force,0,Female/Woman,Unknown,Victim Unidentified,Victim Unidentified,973461.0,Police Officer,083 PCT,White/Caucasian (R),Unknown,2.76
201907971,2,1524,1076047,Force,Physical force,24 < Age <= 29,Female/Woman,Other Race,Complainant Uncooperative,Complainant Uncooperative,959178.0,Police Officer,106 PCT,Unknown,Unknown,4.18
200502624,1,0,390425,Abuse of Authority,Threat of force (verbal or physical),39 < Age <= 44,Male/Man,Hispanic,Complaint Withdrawn,Complaint Withdrawn,0,Unknown,Unknown,Unknown,Unknown,0.0
202301101,3,6603,1269142,Force,Physical force,20 < Age <= 24,Male/Man,Unknown,Unable to Determine,Unable to Determine,937545.0,Detective,WARRSEC,Black and/or African American (R),Unknown,18.09
202002296,1,0,1089606,Force,Hit against inanimate object,14 < Age <= 17,Male/Man,Black,Complainant Uncooperative,Complainant Uncooperative,0,Unknown,Unknown,Unknown,Unknown,0.0
200604963,1,0,445182,Abuse of Authority,Threat of force (verbal or physical),0,Male/Man,Unknown,Complainant Unavailable,Complainant Unavailable,0,Unknown,Unknown,Unknown,Unknown,0.0
202307029,1,3441,1244566,Abuse of Authority,Search (of person),34 < Age <= 39,Female/Woman,Unknown,Substantiated,Within NYPD Guidelines,956187.0,Police Officer,069 PCT,Black and/or African American (R),Unknown,9.43
200710214,2,6116,534989,Abuse of Authority,Vehicle stop,34 < Age <= 39,Male/Man,Black,Unsubstantiated,Unsubstantiated,897390.0,Lieutenant,046 PCT,Unknown,Unknown,16.76
202601691,2,0,1347374,Force,Police shield,49 < Age <= 54,Male/Man,Unknown,Closed - Pending Litigation,Closed - Pending Litigation,0,Unknown,Unknown,Black and/or African American (R),Unknown,0.0
200408628,1,0,369337,Offensive Language,Other,20 < Age <= 24,Male/Man,White,Officer(s) Unidentified,Officer(s) Unidentified,0,Unknown,Unknown,Unknown,Unknown,0.0
200406007,1,3732,360952,Discourtesy,Demeanor/tone,29 < Age <= 34,Male/Man,Hispanic,Complainant Uncooperative,Complainant Uncooperative,906701.0,Police Officer,049 PCT,Unknown,Unknown,10.22
201606220,1,0,960111,Abuse of Authority,Refusal to process civilian complaint,29 < Age <= 34,Male/Man,Unknown,Complainant Uncooperative,Complainant Uncooperative,0,Unknown,030 PCT,Unknown,Unknown,0.0
200412910,1,338,402961,Abuse of Authority,Retaliatory arrest,39 < Age <= 44,Male/Man,Unknown,Substantiated,Substantiated (Charges),934118.0,Police Officer,MTS PCT,Unknown,Instructions,0.93
200705487,3,268,550788,Abuse of Authority,Vehicle stop,20 < Age <= 24,Male/Man,Black,Exonerated,Exonerated,942041.0,Police Officer,073 PCT,Unknown,Unknown,0.73
200810553,1,0,580828,Force,Physical force,39 < Age <= 44,Female/Woman,Black,Complainant Uncooperative,Complainant Uncooperative,0,Unknown,Unknown,Unknown,Unknown,0.0
201600376,2,731,941502,Force,Gun Pointed,49 < Age <= 54,Male/Man,Black,Complaint Withdrawn,Complaint Withdrawn,956180.0,Police Officer,071 PCT,Unknown,Unknown,2.0
202201741,10,2602,1176501,Force,Physical force,24 < Age <= 29,Male/Man,Black,Exonerated,Within NYPD Guidelines,957845.0,Police Officer,044 PCT,Unknown,Unknown,7.13
202601396,1,2654,1346585,Force,Nonlethal restraining device,34 < Age <= 39,Male/Man,Unknown,Alleged Victim Unavailable,Alleged Victim Unavailable,966853.0,Sergeant,120 PCT,Black and/or African American (R),Unknown,7.27
201307345,2,0,846133,Force,Physical force,29 < Age <= 34,Male/Man,Black,Exonerated,Exonerated,0,Unknown,Unknown,Unknown,Unknown,0.0
201309377,1,2456,857235,Force,Physical force,39 < Age <= 44,Male/Man,White,Unsubstantiated,Unsubstantiated,943630.0,Police Officer,060 PCT,Unknown,Unknown,6.73
200208173,1,0,307606,Abuse of Authority,Premises entered and/or searched,0,Male/Man,Black,Unfounded,Unfounded,0,Unknown,Unknown,Unknown,Unknown,0.0
201905025,1,0,1060501,Abuse of Authority,Threat of arrest,17 < Age <= 20,Male/Man,White,Complaint Withdrawn,Complaint Withdrawn,0,Unknown,Unknown,Unknown,Unknown,0.0
201411460,2,2492,901689,Abuse of Authority,Vehicle search,54 < Age <= 59,Male/Man,Black,Substantiated,Substantiated (Command Discipline A),945865.0,Police Officer,121 PCT,Unknown,Command Discipline - A,6.83
202105175,2,0,1140305,Abuse of Authority,Entry of Premises,39 < Age <= 44,Male/Man,Asian,Officer(s) Unidentified,Officer(s) Unidentified,0,Unknown,Unknown,Unknown,Unknown,0.0
201808816,3,7037,1041564,Abuse of Authority,Vehicle stop,34 < Age <= 39,Male/Man,Hispanic,Complainant Uncooperative,Complainant Uncooperative,924028.0,Lieutenant,025 PCT,Unknown,Unknown,19.28
200008840,2,0,273556,Discourtesy,Word,29 < Age <= 34,Female/Woman,Black,Exonerated,Exonerated,0,Unknown,Unknown,Unknown,Unknown,0.0
200712270,2,764,530724,Force,Physical force,39 < Age <= 44,Male/Man,Black,Exonerated,Exonerated,938156.0,Police Officer,070 PCT,Unknown,Unknown,2.09
200802673,3,0,616968,Force,Physical force,24 < Age <= 29,Male/Man,Black,Exonerated,Exonerated,0,Unknown,075 PCT,Unknown,Unknown,0.0
202204557,2,1910,1188601,Abuse of Authority,Vehicle stop,20 < Age <= 24,Male/Man,Unknown,Alleged Victim Uncooperative,Alleged Victim Uncooperative,963536.0,Police Officer,044 PCT,Unknown,Unknown,5.23
202002891,3,3205,1148776,Abuse of Authority,Threat of arrest,59 < Age <= 64,Female/Woman,Hispanic,Unfounded,Unfounded,950518.0,Sergeant,047 PCT,Unknown,Unknown,8.78
202400315,4,2547,1268655,Abuse of Authority,Improper use of body-worn camera,20 < Age <= 24,Male/Man,Unknown,Substantiated,Substantiated (Formalized Training),963169.0,Police Officer,030 PCT,Unknown,Formalized Training,6.98
200702925,1,0,493742,Abuse of Authority,Question and/or stop,20 < Age <= 24,Male/Man,Unknown,Complainant Uncooperative,Complainant Uncooperative,0,Unknown,Unknown,Unknown,Unknown,0.0
201806422,1,0,1027376,Abuse of Authority,Threat re: removal to hospital,24 < Age <= 29,Female/Woman,Black,Complainant Unavailable,Complainant Unavailable,0,Unknown,Unknown,Unknown,Unknown,0.0
202203035,2,3228,1197655,Abuse of Authority,Stop,39 < Age <= 44,Unknown,Black,Within NYPD Guidelines,Within NYPD Guidelines,954887.0,Detective,INT FIO PRG,Unknown,Unknown,8.84
201903779,1,0,1057047,Abuse of Authority,Threat of arrest,29 < Age <= 34,Female/Woman,Black,Complainant Uncooperative,Complainant Uncooperative,0,Unknown,Unknown,Unknown,Unknown,0.0
201305261,1,0,833897,Force,Nightstick as club (incl asp & baton),20 < Age <= 24,Male/Man,White,Complainant Uncooperative,Complainant Uncooperative,0,Unknown,NARCBMN,Unknown,Unknown,0.0
200611769,2,0,473962,Abuse of Authority,Threat of force (verbal or physical),20 < Age <= 24,Unknown,Black,Exonerated,Exonerated,0,Unknown,Unknown,Unknown,Unknown,0.0
200903093,2,1147,631407,Abuse of Authority,Threat of arrest,44 < Age <= 49,Male/Man,Black,Exonerated,Exonerated,940554.0,Police Officer,069 PCT,Unknown,Unknown,3.14
202501541,2,0,1308442,Abuse of Authority,Stop,0,Unknown,Unknown,Alleged Victim Unavailable,Alleged Victim Unavailable,0,Unknown,Unknown,Unknown,Unknown,0.0
202412656,1,766,1304176,Force,Physical force,39 < Age <= 44,Female/Woman,Unknown,Unable to Determine,Unable to Determine,974395.0,Police Officer,043 PCT,Dominican (E),Unknown,2.1
200308392,3,3534,371313,Abuse of Authority,Question and/or stop,39 < Age <= 44,Male/Man,Black,Exonerated,Exonerated,904658.0,Sergeant,GANG SI,Unknown,Unknown,9.68
201311842,1,0,858949,Discourtesy,Action,20 < Age <= 24,Male/Man,White,Complaint Withdrawn,Complaint Withdrawn,0,Unknown,Unknown,Unknown,Unknown,0.0
202208732,1,1076,1202816,Force,Chokehold,39 < Age <= 44,Male/Man,Unknown,Complainant Unavailable,Complainant Unavailable,969309.0,Police Officer,M COURT,Black and/or African American (R),Unknown,2.95
201600357,1,0,941104,Abuse of Authority,Vehicle search,20 < Age <= 24,Male/Man,Black,Complainant Uncooperative,Complainant Uncooperative,0,Unknown,Unknown,Unknown,Unknown,0.0
200612948,1,0,469085,Abuse of Authority,Retaliatory arrest,0,Male/Man,Unknown,Complainant Uncooperative,Complainant Uncooperative,0,Unknown,Unknown,Unknown,Unknown,0.0
200919388,1,5952,698129,Abuse of Authority,Threat of arrest,17 < Age <= 20,Female/Woman,Black,Exonerated,Exonerated,914404.0,Sergeant,048 PCT,Unknown,Unknown,16.31
200702940,2,0,495644,Abuse of Authority,Refusal to provide name/shield number,0,Male/Man,White,Complaint Withdrawn,Complaint Withdrawn,0,Unknown,Unknown,Unknown,Unknown,0.0
200206629,1,3142,333789,Abuse of Authority,Frisk and/or search,20 < Age <= 24,Male/Man,Black,Exonerated,Exonerated,907149.0,Detective,BX/S-ND,Unknown,Unknown,8.61
200008514,1,2474,256987,Force,Physical force,17 < Age <= 20,Male/Man,Black,Unfounded,Unfounded,912087.0,Detective,PBBN SC,Unknown,Unknown,6.78
200508992,1,2517,409669,Force,Gun fired,17 < Age <= 20,Male/Man,Hispanic,Miscellaneous - Subject Resigned,Miscellaneous - Subject Resigned,922707.0,Police Officer,025 PCT,Unknown,Unknown,6.9
202102575,3,6504,1184225,Abuse of Authority,Failure to provide RTKA card,24 < Age <= 29,Female/Woman,Black,Substantiated,Substantiated (Command Discipline A),930412.0,Sergeant,PSA 9,Unknown,APU Formalized Training,17.82
200912632,2,3449,679453,Abuse of Authority,Stop,44 < Age <= 49,Male/Man,Black,Unsubstantiated,Unsubstantiated,926084.0,Detective,NARCBBN,Unknown,Unknown,9.45
201605639,1,7725,957446,Abuse of Authority,Threat of summons,44 < Age <= 49,Male/Man,Hispanic,Unsubstantiated,Unsubstantiated,914984.0,Deputy Inspector,060 PCT,Unknown,Unknown,21.16
201201734,1,5430,772974,Abuse of Authority,Premises entered and/or searched,0,Unknown,Unknown,Exonerated,Exonerated,917377.0,Sergeant,NARCBSI,Unknown,Unknown,14.88
201901814,1,0,1051821,Abuse of Authority,Threat of arrest,0,Male/Man,Unknown,Alleged Victim Unavailable,Alleged Victim Unavailable,0,Unknown,Unknown,Unknown,Unknown,0.0
201806944,2,0,1040266,Abuse of Authority,Search (of person),17 < Age <= 20,Male/Man,Black,Officer(s) Unidentified,Officer(s) Unidentified,0,Unknown,Unknown,Unknown,Unknown,0.0
201211839,1,0,809035,Abuse of Authority,Search (of person),24 < Age <= 29,Male/Man,Other Race,Complainant Unavailable,Complainant Unavailable,0,Unknown,Unknown,Unknown,Unknown,0.0
200107128,1,596,278257,Abuse of Authority,Threat of force (verbal or physical),29 < Age <= 34,Male/Man,Hispanic,Unsubstantiated,Unsubstantiated,925566.0,Police Officer,049 PCT,Unknown,Unknown,1.63
200101912,2,991,281217,Abuse of Authority,Question and/or stop,09 < Age <= 14,Male/Man,White,Unsubstantiated,Unsubstantiated,921786.0,Police Officer,104 PCT,Unknown,Unknown,2.72
200809533,1,1092,577708,Abuse of Authority,Threat of arrest,29 < Age <= 34,Male/Man,Black,Exonerated,Exonerated,937958.0,Police Officer,047 PCT,Unknown,Unknown,2.99
200807108,2,3239,569894,Abuse of Authority,Stop,34 < Age <= 39,Male/Man,Black,Unsubstantiated,Unsubstantiated,924108.0,Sergeant,077 PCT,Unknown,Unknown,8.87
202300814,1,1843,1207131,Force,Hit against inanimate object,39 < Age <= 44,Male/Man,Unknown,Closed - Pending Litigation,Closed - Pending Litigation,965388.0,Police Officer,SRG 3,Black and/or African American (R),Unknown,5.05
201304899,1,323,831804,Abuse of Authority,Stop,24 < Age <= 29,Male/Man,Hispanic,Complainant Uncooperative,Complainant Uncooperative,952729.0,Police Officer,PBMN,Unknown,Unknown,0.88
201305587,2,0,844444,Discourtesy,Word,0,Female/Woman,Unknown,Complainant Uncooperative,Complainant Uncooperative,0,Unknown,052 PCT,Unknown,Unknown,0.0
201207798,1,5535,792947,Abuse of Authority,Refusal to provide name/shield number,20 < Age <= 24,Male/Man,Hispanic,Complainant Uncooperative,Complainant Uncooperative,918765.0,Lieutenant,044 PCT,Unknown,Unknown,15.16
200707286,1,0,508114,Abuse of Authority,Premises entered and/or searched,0,Unknown,Unknown,Alleged Victim Unavailable,Alleged Victim Unavailable,0,Unknown,Unknown,Unknown,Unknown,0.0
201703321,1,0,984070,Discourtesy,Word,0,Female/Woman,Refused,Complainant Uncooperative,Complainant Uncooperative,0,Unknown,043 PCT,Unknown,Unknown,0.0
201401094,3,7464,882005,Abuse of Authority,Search (of person),20 < Age <= 24,Male/Man,Hispanic,Substantiated,Substantiated (Charges),903307.0,Sergeant,121 PCT,Unknown,Unknown,20.45
200802968,1,0,560676,Abuse of Authority,Refusal to provide name/shield number,29 < Age <= 34,Male/Man,Other Race,Officer(s) Unidentified,Officer(s) Unidentified,0,Unknown,Unknown,Unknown,Unknown,0.0
201212754,2,4103,856752,Abuse of Authority,Other,34 < Age <= 39,Male/Man,Black,Substantiated,Substantiated (Charges),928487.0,Police Officer,019 PCT,Unknown,Unknown,11.24
200910317,1,0,641541,Abuse of Authority,Search (of person),0,Male/Man,Unknown,Complainant Unavailable,Complainant Unavailable,0,Unknown,Unknown,Unknown,Unknown,0.0
202005182,3,0,1105282,Abuse of Authority,Vehicle stop,54 < Age <= 59,Male/Man,White,Complainant Uncooperative,Complainant Uncooperative,0,Unknown,Unknown,Unknown,Unknown,0.0
202106251,3,0,1145819,Abuse of Authority,Stop,0,Unknown,Unknown,Complainant Uncooperative,Complainant Uncooperative,0,Unknown,Unknown,Unknown,Unknown,0.0
200501353,2,0,386409,Abuse of Authority,Question and/or stop,0,Male/Man,Unknown,Complainant Uncooperative,Complainant Uncooperative,0,Unknown,Unknown,Unknown,Unknown,0.0
200705426,4,1732,524675,Abuse of Authority,Premises entered and/or searched,0,Unknown,Unknown,Unfounded,Unfounded,931973.0,Police Officer,077 PCT,Unknown,Unknown,4.75
200805649,4,0,631834,Force,Physical force,17 < Age <= 20,Female/Woman,Black,Complainant Uncooperative,Complainant Uncooperative,0,Unknown,Unknown,Unknown,Unknown,0.0
201401374,1,4220,865289,Force,Handcuffs too tight,29 < Age <= 34,Male/Man,White,Complainant Uncooperative,Complainant Uncooperative,931673.0,Sergeant,010 PCT,Unknown,Unknown,11.56
202409889,3,509,1296334,Abuse of Authority,Question,34 < Age <= 39,Male/Man,Unknown,Within NYPD Guidelines,Within NYPD Guidelines,976594.0,Police Officer,045 PCT,Filipino (R),Unknown,1.39
200718438,5,3389,562250,Discourtesy,Word,17 < Age <= 20,Male/Man,Black,Unsubstantiated,Unsubstantiated,922213.0,Detective,NARCBBN,Unknown,Unknown,9.28
201805993,3,1466,1026159,Force,Physical force,24 < Age <= 29,Male/Man,Black,Closed - Pending Litigation,Closed - Pending Litigation,956535.0,Police Officer,041 PCT,Unknown,Unknown,4.02
202304472,2,681,1271775,Abuse of Authority,Refusal to provide name,29 < Age <= 34,Male/Man,Unknown,Unable to Determine,Unable to Determine,971991.0,Police Officer,040 PCT,Black and/or African American (R),Unknown,1.87
200700151,4,0,492840,Force,Physical force,14 < Age <= 17,Male/Man,Black,Exonerated,Exonerated,0,Unknown,Unknown,Unknown,Unknown,0.0
201405519,1,1779,892795,Force,Other blunt instrument as a club,17 < Age <= 20,Male/Man,Black,Complainant Uncooperative,Complainant Uncooperative,948295.0,Police Officer,061 PCT,Unknown,Unknown,4.87
200502950,1,5265,430013,Discourtesy,Word,24 < Age <= 29,Male/Man,Black,Unsubstantiated,Unsubstantiated,897552.0,Police Officer,HQ SEC,Unknown,Unknown,14.42
202101090,2,0,1119404,Abuse of Authority,Entry of Premises,49 < Age <= 54,Male/Man,White,Complainant Uncooperative,Complainant Uncooperative,0,Unknown,Unknown,Unknown,Unknown,0.0
200905275,1,0,625248,Abuse of Authority,Search (of person),0,Unknown,Unknown,Complaint Withdrawn,Complaint Withdrawn,0,Unknown,Unknown,Unknown,Unknown,0.0
200702419,2,4250,536851,Abuse of Authority,Search (of person),20 < Age <= 24,Male/Man,Black,Exonerated,Exonerated,915334.0,Police Officer,PSA 1,Unknown,Unknown,11.64
200709373,1,0,550990,Discourtesy,Word,39 < Age <= 44,Male/Man,Black,Officer(s) Unidentified,Officer(s) Unidentified,0,Unknown,Unknown,Unknown,Unknown,0.0
200002996,1,6126,252746,Abuse of Authority,Premises entered and/or searched,0,Unknown,Unknown,Exonerated,Exonerated,881196.0,Sergeant,088 DET,Unknown,Unknown,16.78
201905506,1,1430,1062035,Abuse of Authority,Property damaged,20 < Age <= 24,Male/Man,Unknown,Complainant Uncooperative,Complainant Uncooperative,959254.0,Police Officer,075 PCT,Unknown,Unknown,3.92
201202332,1,2047,774435,Discourtesy,Word,39 < Age <= 44,Male/Man,Hispanic,Complainant Uncooperative,Complainant Uncooperative,941762.0,Police Officer,044 PCT,Unknown,Unknown,5.61
202202775,5,938,1179923,Force,Physical force,59 < Age <= 64,Female/Woman,White,Unfounded,Unfounded,968306.0,Police Officer,110 PCT,Unknown,Unknown,2.57
200505807,1,0,405661,Abuse of Authority,Refusal to provide name/shield number,0,Male/Man,Unknown,Alleged Victim Uncooperative,Alleged Victim Uncooperative,0,Unknown,Unknown,Unknown,Unknown,0.0
201904076,2,1768,1059667,Abuse of Authority,Stop,34 < Age <= 39,Male/Man,Black,Complainant Uncooperative,Complainant Uncooperative,957285.0,Police Officer,079 PCT,Unknown,Unknown,4.84
200805629,4,1388,571398,Force,Physical force,17 < Age <= 20,Male/Man,Black,Exonerated,Exonerated,934927.0,Police Officer,067 PCT,Unknown,Unknown,3.8
201607275,10,0,972354,Force,Physical force,17 < Age <= 20,Male/Man,Hispanic,Unfounded,Unfounded,0,Unknown,Unknown,Unknown,Unknown,0.0
200504820,1,0,404118,Discourtesy,Gesture,0,Male/Man,Black,Complainant Uncooperative,Complainant Uncooperative,0,Unknown,088 PCT,Unknown,Unknown,0.0
200404032,2,1750,396600,Force,Physical force,34 < Age <= 39,Female/Woman,Black,Exonerated,Exonerated,924750.0,Police Officer,120 PCT,Unknown,Unknown,4.79
200608504,2,347,495722,Abuse of Authority,Refusal to obtain medical treatment,34 < Age <= 39,Male/Man,Black,Unsubstantiated,Unsubstantiated,939002.0,Police Officer,028 PCT,Unknown,Unknown,0.95
202101751,5,1618,1130889,Abuse of Authority,Forcible Removal to Hospital,24 < Age <= 29,Male/Man,Black,Exonerated,Exonerated,962266.0,Police Officer,073 PCT,Unknown,Unknown,4.43
200001053,1,1317,255319,Abuse of Authority,Refusal to provide name/shield number,29 < Age <= 34,Male/Man,Black,Unfounded,Unfounded,918394.0,Police Officer,113 PCT,Unknown,Unknown,3.61
200713355,1,790,541670,Abuse of Authority,Frisk,44 < Age <= 49,Male/Man,Black,Exonerated,Exonerated,939039.0,Police Officer,079 PCT,Unknown,Unknown,2.16
202102243,2,0,1183391,Abuse of Authority,Property damaged,24 < Age <= 29,Male/Man,Black,Officer(s) Unidentified,Officer(s) Unidentified,0,Unknown,Unknown,Unknown,Unknown,0.0
201610128,1,0,971619,Abuse of Authority,Frisk,09 < Age <= 14,Male/Man,Unknown,Complainant Uncooperative,Complainant Uncooperative,0,Unknown,068 PCT,Unknown,Unknown,0.0
200814961,1,7042,594479,Abuse of Authority,Threat of arrest,44 < Age <= 49,Male/Man,Black,Exonerated,Exonerated,895334.0,Sergeant,063 PCT,Unknown,Unknown,19.29
202102961,1,0,1144080,Force,Physical force,39 < Age <= 44,Female/Woman,Black,Unfounded,Unfounded,0,Unknown,083 PCT,Unknown,Unknown,0.0
201110611,1,0,753268,Abuse of Authority,Gun Drawn,0,Unknown,Unknown,Complaint Withdrawn,Complaint Withdrawn,0,Unknown,Unknown,Unknown,Unknown,0.0
200816300,1,0,598381,Force,Physical force,0,Female/Woman,Hispanic,Complainant Unavailable,Complainant Unavailable,0,Unknown,Unknown,Unknown,Unknown,0.0
200708985,1,3722,513154,Discourtesy,Word,44 < Age <= 49,Male/Man,Black,Unsubstantiated,Unsubstantiated,919480.0,Police Officer,025 PCT,Unknown,Unknown,10.2
