complaint_id,complaint_officer_number,officer_days_on_force_at_incident,allegation_record_identity,fado_type,allegation,victim_age_range_at_incident,victim_gender,victim_race_legacy,investigator_recommendation,ccrb_allegation_disposition,tax_id,officer_rank_at_incident,officer_command_at_incident,victim_race_ethnicity,nypd_allegation_disposition,officer_years_on_force_at_incident
200818365,2,0,607015,Abuse of Authority,Stop,34 < Age <= 39,Male/Man,Hispanic,Complaint Withdrawn,Complaint Withdrawn,0,Unknown,Unknown,Unknown,Unknown,0.0
202104612,1,3280,1148225,Force,Physical force,29 < Age <= 34,Male/Man,Black,Exonerated,Exonerated,952577.0,Sergeant,PSA 1,Unknown,Unknown,8.99
201607329,1,223,964691,Abuse of Authority,Refusal to obtain medical treatment,29 < Age <= 34,Female/Woman,Hispanic,Complainant Uncooperative,Complainant Uncooperative,960384.0,Police Officer,072 PCT,Unknown,Unknown,0.61
201710237,2,0,1006015,Offensive Language,Other,34 < Age <= 39,Male/Man,Unknown,Closed - Pending Litigation,Closed - Pending Litigation,0,Unknown,Unknown,Unknown,Unknown,0.0
201214315,1,3215,812063,Abuse of Authority,Vehicle search,24 < Age <= 29,Male/Man,Unknown,Unsubstantiated,Unsubstantiated,933956.0,Police Officer,106 PCT,Unknown,Unknown,8.81
201808014,1,4277,1052204,Force,Chokehold,59 < Age <= 64,Male/Man,White,Unsubstantiated,Unsubstantiated,943440.0,Police Officer,023 PCT,Unknown,Unknown,11.72
200904026,1,1163,631905,Discourtesy,Word,17 < Age <= 20,Male/Man,Black,Unsubstantiated,Unsubstantiated,940891.0,Police Officer,101 PCT,Unknown,Unknown,3.19
200905127,1,1896,624087,Abuse of Authority,Threat of arrest,0,Male/Man,Black,Exonerated,Exonerated,933566.0,Police Officer,069 PCT,Unknown,Unknown,5.19
200006025,1,2967,258587,Abuse of Authority,Other,0,Unknown,Unknown,Unfounded,Unfounded,901292.0,Police Officer,068 PCT,Unknown,Unknown,8.13
200411584,1,0,385216,Abuse of Authority,Question and/or stop,20 < Age <= 24,Male/Man,Black,Complainant Uncooperative,Complainant Uncooperative,0,Unknown,Unknown,Unknown,Unknown,0.0
201006865,1,1952,698078,Offensive Language,Other,39 < Age <= 44,Male/Man,White,Complainant Uncooperative,Complainant Uncooperative,937330.0,Police Officer,TB DT03,Unknown,Unknown,5.35
202208288,2,3608,1208513,Discourtesy,Word,49 < Age <= 54,Male/Man,Unknown,Substantiated,Substantiated (Command Discipline A),953812.0,Sergeant,073 PCT,Decline to Answer (NA); Other (R),No Disciplinary Action-DUP,9.88
200204084,2,5714,297231,Abuse of Authority,Frisk and/or search,34 < Age <= 39,Male/Man,Black,Exonerated,Exonerated,891160.0,Sergeant,ND CH I,Unknown,Unknown,15.65
201402689,2,2076,878714,Force,Handcuffs too tight,17 < Age <= 20,Male/Man,Black,Unsubstantiated,Unsubstantiated,947624.0,Police Officer,044 PCT,Unknown,Unknown,5.69
201600411,2,0,942883,Force,Physical force,20 < Age <= 24,Male/Man,White,Exonerated,Exonerated,0,Unknown,014 PCT,Unknown,Unknown,0.0
201605392,1,0,956256,Abuse of Authority,Vehicle stop,44 < Age <= 49,Female/Woman,Other Race,Complaint Withdrawn,Complaint Withdrawn,0,Unknown,Unknown,Unknown,Unknown,0.0
200408728,1,5543,371945,Discourtesy,Word,24 < Age <= 29,Male/Man,Hispanic,Unsubstantiated,Unsubstantiated,895386.0,Detective,WARRSEC,Unknown,Unknown,15.19
201409656,1,4821,893390,Offensive Language,Other,34 < Age <= 39,Female/Woman,Hispanic,Unsubstantiated,Unsubstantiated,928099.0,Police Officer,102 PCT,Unknown,Unknown,13.21
200107301,4,609,289520,Force,Physical force,29 < Age <= 34,Male/Man,Black,Exonerated,Exonerated,925174.0,Police Officer,PSA 5,Unknown,Unknown,1.67
201208772,3,3295,855016,Force,Gun Pointed,17 < Age <= 20,Male/Man,Hispanic,Exonerated,Exonerated,933090.0,Police Officer,046 PCT,Unknown,Unknown,9.03
202508321,3,3150,1328829,Abuse of Authority,Question,17 < Age <= 20,Female/Woman,Unknown,Complainant Uncooperative,Complainant Uncooperative,963038.0,Sergeant,075 PCT,Black and/or African American (R),Unknown,8.63
201005498,3,6506,737899,Force,Police shield,44 < Age <= 49,Male/Man,Hispanic,Unsubstantiated,Unsubstantiated,911465.0,Detective,GANG M,Unknown,Unknown,17.82
200103715,1,0,271210,Abuse of Authority,Refusal to obtain medical treatment,17 < Age <= 20,Male/Man,Black,Complainant Uncooperative,Complainant Uncooperative,0,Unknown,042 PCT,Unknown,Unknown,0.0
200919104,1,2677,670090,Abuse of Authority,Property damaged,29 < Age <= 34,Female/Woman,Black,Exonerated,Exonerated,930513.0,Police Officer,043 PCT,Unknown,Unknown,7.33
201402547,1,6440,873743,Abuse of Authority,Search (of person),29 < Age <= 34,Female/Woman,Asian,Exonerated,Exonerated,917921.0,Lieutenant,PBBX,Unknown,Unknown,17.64
201213021,1,3185,804281,Discourtesy,Word,39 < Age <= 44,Male/Man,Hispanic,Complainant Uncooperative,Complainant Uncooperative,934073.0,Police Officer,048 PCT,Unknown,Unknown,8.73
202405663,2,3979,1278971,Force,Physical force,29 < Age <= 34,Male/Man,Unknown,Closed - Pending Litigation,Closed - Pending Litigation,955270.0,Sergeant,028 PCT,Black and/or African American (R),Unknown,10.9
201110465,2,1130,801321,Discourtesy,Word,20 < Age <= 24,Male/Man,Black,Unsubstantiated,Unsubstantiated,947214.0,Police Officer,PBBN,Unknown,Unknown,3.1
200506965,1,0,403821,Abuse of Authority,Threat of summons,14 < Age <= 17,Male/Man,Black,Complainant Unavailable,Complainant Unavailable,0,Unknown,Unknown,Unknown,Unknown,0.0
201907110,1,0,1067488,Abuse of Authority,Entry of Premises,0,Unknown,Unknown,Closed - Pending Litigation,Closed - Pending Litigation,0,Unknown,PSA 5,Unknown,Unknown,0.0
200714760,1,815,529942,Abuse of Authority,Search (of person),49 < Age <= 54,Male/Man,Black,Miscellaneous - Subject Resigned,Miscellaneous - Subject Resigned,939636.0,Police Officer,028 PCT,Unknown,Unknown,2.23
200807239,1,0,570340,Abuse of Authority,Search (of person),39 < Age <= 44,Male/Man,Hispanic,Complainant Uncooperative,Complainant Uncooperative,0,Unknown,Unknown,Unknown,Unknown,0.0
201707096,1,3504,996458,Offensive Language,Other,29 < Age <= 34,Male/Man,Black,Unsubstantiated,Unsubstantiated,946577.0,Police Officer,069 PCT,Unknown,Unknown,9.6
201505883,1,6152,933510,Abuse of Authority,Frisk,34 < Age <= 39,Male/Man,Black,Substantiated,Substantiated (Formalized Training),923335.0,Detective,NARCBMN,Unknown,Formalized Training,16.85
200302179,2,3305,320539,Discourtesy,Word,0,Female/Woman,Hispanic,Complainant Uncooperative,Complainant Uncooperative,907229.0,Police Officer,I.A.B.,Unknown,Unknown,9.05
201502244,2,4603,912329,Offensive Language,Other,20 < Age <= 24,Male/Man,White,Unsubstantiated,Unsubstantiated,931465.0,Police Officer,066 PCT,Unknown,Unknown,12.61
202206724,2,8252,1208557,Abuse of Authority,Threat of force (verbal or physical),29 < Age <= 34,Female/Woman,Unknown,Miscellaneous - Subject Retired,Miscellaneous - Subject Retired,925589.0,Police Officer,112 PCT,Unknown,Unknown,22.61
202204591,4,2013,1241412,Force,Physical force,44 < Age <= 49,Female/Woman,Hispanic,Within NYPD Guidelines,Within NYPD Guidelines,963187.0,Police Officer,007 PCT,Unknown,Unknown,5.52
201900062,1,1983,1065187,Abuse of Authority,Vehicle search,39 < Age <= 44,Male/Man,Black,Exonerated,Exonerated,954580.0,Police Officer,PSA 2,Unknown,Unknown,5.43
201900564,1,2014,1044396,Discourtesy,Word,34 < Age <= 39,Male/Man,Unknown,Complainant Uncooperative,Complainant Uncooperative,955634.0,Police Officer,034 PCT,Unknown,Unknown,5.52
202304075,1,1206,1226272,Force,Physical force,54 < Age <= 59,Male/Man,Unknown,Within NYPD Guidelines,Within NYPD Guidelines,969342.0,Police Officer,040 PCT,Black and/or African American (R),Unknown,3.3
202003343,2,2502,1142048,Abuse of Authority,Other,34 < Age <= 39,Male/Man,Black,Unsubstantiated,Unsubstantiated,955457.0,Police Officer,052 PCT,Unknown,Unknown,6.85
200818043,1,1072,603987,Discourtesy,Word,34 < Age <= 39,Male/Man,Black,Complaint Withdrawn,Complaint Withdrawn,940910.0,Police Officer,046 PCT,Unknown,Unknown,2.94
202001293,2,4754,1164554,Abuse of Authority,Vehicle search,29 < Age <= 34,Female/Woman,Hispanic,Exonerated,Exonerated,943103.0,Lieutenant,034 PCT,Unknown,Unknown,13.02
200716483,1,5153,549053,Abuse of Authority,Premises entered and/or searched,0,Unknown,Unknown,Exonerated,Exonerated,905326.0,Sergeant,107 PCT,Unknown,Unknown,14.12
201900242,2,551,1043251,Abuse of Authority,Forcible Removal to Hospital,49 < Age <= 54,Female/Woman,White,Alleged Victim Unavailable,Alleged Victim Unavailable,964029.0,Police Officer,123 PCT,Unknown,Unknown,1.51
202306493,4,304,1249353,Discourtesy,Word,34 < Age <= 39,Male/Man,Black,Unfounded,Unfounded,974309.0,Police Officer,040 PCT,Unknown,Unknown,0.83
202105347,3,2983,1166112,Abuse of Authority,Refusal to obtain medical treatment,20 < Age <= 24,Female/Woman,Black,Unfounded,Unfounded,955131.0,Police Officer,047 PCT,Unknown,Unknown,8.17
200904093,1,0,620438,Abuse of Authority,Vehicle stop,39 < Age <= 44,Male/Man,Black,Complainant Uncooperative,Complainant Uncooperative,0,Unknown,Unknown,Unknown,Unknown,0.0
201805304,2,0,1024207,Abuse of Authority,Frisk,17 < Age <= 20,Male/Man,Black,Complainant Uncooperative,Complainant Uncooperative,0,Unknown,Unknown,Unknown,Unknown,0.0
201803277,1,1022,1017706,Abuse of Authority,Threat to notify ACS,0,Unknown,Unknown,Exonerated,Exonerated,958812.0,Police Officer,HBK RT,Unknown,Unknown,2.8
202506883,2,0,1324696,Force,Restricted Breathing,54 < Age <= 59,Male/Man,Unknown,Closed - Pending Litigation,Closed - Pending Litigation,0,Unknown,Unknown,Black and/or African American (R),Unknown,0.0
201911078,1,2170,1084594,Force,Physical force,20 < Age <= 24,Male/Man,Black,Alleged Victim Uncooperative,Alleged Victim Uncooperative,955894.0,Police Officer,103 PCT,Unknown,Unknown,5.95
201302891,1,0,830699,Force,Physical force,29 < Age <= 34,Male/Man,Unknown,Complainant Unavailable,Complainant Unavailable,0,Unknown,Unknown,Unknown,Unknown,0.0
202206072,8,2545,1200418,Force,Restricted Breathing,09 < Age <= 14,Male/Man,Hispanic,Unfounded,Unfounded,954583.0,Police Officer,075 PCT,Unknown,Unknown,6.97
201109091,2,2184,759668,Force,Physical force,17 < Age <= 20,Male/Man,Black,Unsubstantiated,Unsubstantiated,937955.0,Police Officer,048 PCT,Unknown,Unknown,5.98
200614975,1,6028,477425,Force,Physical force,24 < Age <= 29,Male/Man,Black,Unsubstantiated,Unsubstantiated,896415.0,Sergeant,PSA 7,Unknown,Unknown,16.52
201102134,1,1319,730992,Offensive Language,Other,20 < Age <= 24,Male/Man,Black,Unsubstantiated,Unsubstantiated,944518.0,Police Officer,063 PCT,Unknown,Unknown,3.61
201402887,1,613,879100,Offensive Language,Other,0,Female/Woman,Unknown,Complainant Uncooperative,Complainant Uncooperative,952676.0,Police Officer,PBBX,Unknown,Unknown,1.68
200701520,2,0,509041,Discourtesy,Word,29 < Age <= 34,Male/Man,Hispanic,Complainant Uncooperative,Complainant Uncooperative,0,Unknown,Unknown,Unknown,Unknown,0.0
200707512,1,0,508799,Discourtesy,Word,34 < Age <= 39,Male/Man,Black,Complainant Uncooperative,Complainant Uncooperative,0,Unknown,Unknown,Unknown,Unknown,0.0
201107194,3,5158,750722,Abuse of Authority,Premises entered and/or searched,0,Unknown,Unknown,Exonerated,Exonerated,919167.0,Lieutenant,069 PCT,Unknown,Unknown,14.13
201209034,3,2195,834522,Force,Physical force,20 < Age <= 24,Male/Man,Hispanic,Exonerated,Exonerated,941799.0,Police Officer,GANG BN,Unknown,Unknown,6.01
200718016,5,0,618218,Force,Chokehold,24 < Age <= 29,Male/Man,Hispanic,Unfounded,Unfounded,0,Unknown,Unknown,Unknown,Unknown,0.0
200610202,1,4538,498459,Force,Gun Pointed,20 < Age <= 24,Female/Woman,Other Race,Unsubstantiated,Unsubstantiated,907600.0,Detective,WARRSEC,Unknown,Unknown,12.43
201701923,1,1341,980191,Abuse of Authority,Refusal to provide name/shield number,54 < Age <= 59,Male/Man,White,Unsubstantiated,Unsubstantiated,954928.0,Police Officer,PBMS,Unknown,Unknown,3.67
200710117,3,2651,516299,Force,Nightstick as club (incl asp & baton),34 < Age <= 39,Male/Man,Black,Exonerated,Exonerated,925115.0,Sergeant,081 PCT,Unknown,Unknown,7.26
200304959,1,1760,349881,Abuse of Authority,Question and/or stop,34 < Age <= 39,Male/Man,Hispanic,Substantiated,Substantiated (Charges),922430.0,Police Officer,M E L D,Unknown,Charge Dismissed - DCT,4.82
201901654,1,0,1048542,Abuse of Authority,Stop,24 < Age <= 29,Male/Man,Black,Complainant Uncooperative,Complainant Uncooperative,0,Unknown,Unknown,Unknown,Unknown,0.0
202406020,2,4726,1281676,Force,Physical force,24 < Age <= 29,Male/Man,Unknown,Within NYPD Guidelines,Within NYPD Guidelines,950765.0,Sergeant,PSA 2,Black and/or African American (R),Unknown,12.95
200300407,1,0,310639,Abuse of Authority,Frisk and/or search,0,Male/Man,Unknown,Complainant Uncooperative,Complainant Uncooperative,0,Unknown,Unknown,Unknown,Unknown,0.0
200401750,1,0,348025,Force,Physical force,17 < Age <= 20,Male/Man,Black,Complaint Withdrawn,Complaint Withdrawn,0,Unknown,Unknown,Unknown,Unknown,0.0
200707572,1,1426,528535,Force,Physical force,24 < Age <= 29,Male/Man,Black,Unsubstantiated,Unsubstantiated,932364.0,Police Officer,075 PCT,Unknown,Unknown,3.91
201204889,1,4219,781116,Offensive Language,Other,54 < Age <= 59,Male/Man,Asian,Complainant Uncooperative,Complainant Uncooperative,926988.0,Police Officer,CW T TF,Unknown,Unknown,11.56
200006262,1,0,259693,Abuse of Authority,Refusal to provide name/shield number,34 < Age <= 39,Male/Man,Asian,Complaint Withdrawn,Complaint Withdrawn,0,Unknown,Unknown,Unknown,Unknown,0.0
200105442,1,0,273115,Abuse of Authority,Vehicle stop,0,Unknown,Unknown,Complaint Withdrawn,Complaint Withdrawn,0,Unknown,Unknown,Unknown,Unknown,0.0
202502535,3,4629,1311935,Force,Physical force,29 < Age <= 34,Female/Woman,Unknown,Alleged Victim Uncooperative,Alleged Victim Uncooperative,952990.0,Sergeant,TD 2,Black and/or African American (R),Unknown,12.68
200902576,1,0,618271,Abuse of Authority,Property damaged,0,Female/Woman,Unknown,Complaint Withdrawn,Complaint Withdrawn,0,Unknown,Unknown,Unknown,Unknown,0.0
200604814,3,4601,477430,Force,Physical force,14 < Age <= 17,Female/Woman,Black,Unsubstantiated,Unsubstantiated,904998.0,Police Officer,043 PCT,Unknown,Unknown,12.61
201304936,2,5082,842797,Abuse of Authority,Search (of person),39 < Age <= 44,Male/Man,Black,Unsubstantiated,Unsubstantiated,923891.0,Lieutenant,090 PCT,Unknown,Unknown,13.92
202000158,2,1645,1083085,Abuse of Authority,Question,34 < Age <= 39,Male/Man,Black,Unfounded,Unfounded,958402.0,Police Officer,046 PCT,Unknown,Unknown,4.51
201310036,2,841,855906,Abuse of Authority,Threat of arrest,20 < Age <= 24,Male/Man,Black,Unsubstantiated,Unsubstantiated,951018.0,Police Officer,HBX/QIM,Unknown,Unknown,2.3
201210431,1,0,799498,Abuse of Authority,Refusal to obtain medical treatment,17 < Age <= 20,Male/Man,Asian,Complaint Withdrawn,Complaint Withdrawn,0,Unknown,102 PCT,Unknown,Unknown,0.0
202106300,2,3568,1149923,Force,Gun Pointed,24 < Age <= 29,Male/Man,Black,Exonerated,Exonerated,951523.0,Sergeant,090 PCT,Unknown,Unknown,9.78
202308558,2,3712,1249391,Abuse of Authority,Other,29 < Age <= 34,Male/Man,Unknown,Within NYPD Guidelines,Within NYPD Guidelines,955272.0,Sergeant,023 PCT,Black and/or African American (R),Unknown,10.17
200614637,4,0,508004,Discourtesy,Word,0,Female/Woman,Hispanic,Victim Unidentified,Victim Unidentified,0,Unknown,Unknown,Unknown,Unknown,0.0
202403614,1,6113,1271609,Force,Physical force,34 < Age <= 39,Male/Man,Unknown,Unfounded,Unfounded,945241.0,Police Officer,047 PCT,Black and/or African American (R),Unknown,16.75
201808025,1,988,1046203,Discourtesy,Word,29 < Age <= 34,Male/Man,Black,Exonerated,Exonerated,960436.0,Police Officer,105 PCT,Unknown,Unknown,2.71
200918115,4,866,679451,Abuse of Authority,Refusal to obtain medical treatment,44 < Age <= 49,Male/Man,Hispanic,Unsubstantiated,Unsubstantiated,944912.0,Police Officer,075 PCT,Unknown,Unknown,2.37
200507353,4,1733,442799,Discourtesy,Word,0,Unknown,Unknown,Unfounded,Unfounded,926676.0,Police Officer,NARCBBN,Unknown,Unknown,4.75
202309893,2,453,1290979,Discourtesy,Word,34 < Age <= 39,Male/Man,Unknown,Within NYPD Guidelines,Within NYPD Guidelines,974699.0,Police Officer,043 PCT,Other Hispanic/Latino (E),Unknown,1.24
200409267,1,0,370348,Force,Physical force,0,Male/Man,Unknown,Complainant Uncooperative,Complainant Uncooperative,0,Unknown,Unknown,Unknown,Unknown,0.0
200412499,1,1258,380321,Discourtesy,Word,0,Male/Man,White,Complainant Uncooperative,Complainant Uncooperative,928262.0,Police Officer,070 PCT,Unknown,Unknown,3.45
201800977,1,0,1010032,Discourtesy,Action,29 < Age <= 34,Female/Woman,Black,Complainant Uncooperative,Complainant Uncooperative,0,Unknown,075 PCT,Unknown,Unknown,0.0
200400606,1,0,384979,Abuse of Authority,Property damaged,49 < Age <= 54,Female/Woman,Black,Exonerated,Exonerated,0,Unknown,Unknown,Unknown,Unknown,0.0
200700382,1,6092,486976,Force,Gun Pointed,0,Female/Woman,Unknown,Complainant Uncooperative,Complainant Uncooperative,896820.0,Police Officer,040 PCT,Unknown,Unknown,16.69
201910332,1,0,1077964,Abuse of Authority,Property damaged,34 < Age <= 39,Male/Man,Black,Complainant Uncooperative,Complainant Uncooperative,0,Unknown,Unknown,Unknown,Unknown,0.0
201311349,1,2154,857651,Force,Chokehold,29 < Age <= 34,Female/Woman,Asian,Unsubstantiated,Unsubstantiated,945534.0,Police Officer,106 PCT,Unknown,Unknown,5.9
202602375,1,0,1349612,Abuse of Authority,Refusal to provide shield number,49 < Age <= 54,Female/Woman,Unknown,SRAD Closure,SRAD Closure,0,Unknown,Unknown,Decline to Answer (NA),Unknown,0.0
202304079,1,849,1222921,Abuse of Authority,Inaccurate official statement,49 < Age <= 54,Male/Man,Unknown,Substantiated,Substantiated (Command Discipline A),970591.0,Police Officer,109 PCT,Korean (R),No Disciplinary Action-DUP,2.33
202511419,1,668,1337954,Abuse of Authority,Improper use of body-worn camera,39 < Age <= 44,Male/Man,Unknown,Complainant Unavailable,Complainant Unavailable,978766.0,Police Officer,PSA 5,Unknown,Unknown,1.83
200608019,2,522,454479,Abuse of Authority,Refusal to process civilian complaint,39 < Age <= 44,Female/Woman,Black,Unsubstantiated,Unsubstantiated,937373.0,Police Officer,070 PCT,Unknown,Unknown,1.43
202202932,1,0,1177342,Abuse of Authority,Search of Premises,0,Unknown,Black,Complainant Uncooperative,Complainant Uncooperative,0,Unknown,Unknown,Unknown,Unknown,0.0
200808713,1,0,575125,Abuse of Authority,Vehicle stop,0,Female/Woman,White,Complainant Unavailable,Complainant Unavailable,0,Unknown,Unknown,Unknown,Unknown,0.0
202208664,1,1694,1228750,Discourtesy,Word,34 < Age <= 39,Male/Man,Unknown,Miscellaneous - Subject Resigned,Miscellaneous - Subject Resigned,965675.0,Police Officer,017 PCT,White/Caucasian (R),Unknown,4.64
202203713,1,2066,1181031,Abuse of Authority,Refusal to provide name,17 < Age <= 20,Male/Man,Hispanic,Unable to Determine,Unable to Determine,962584.0,Police Officer,048 PCT,Unknown,Unknown,5.66
200706150,1,0,508474,Force,Physical force,0,Female/Woman,Unknown,Complainant Uncooperative,Complainant Uncooperative,0,Unknown,Unknown,Unknown,Unknown,0.0
201310911,2,4157,855154,Force,Physical force,09 < Age <= 14,Female/Woman,Hispanic,Complainant Uncooperative,Complainant Uncooperative,931490.0,Police Officer,TB DT12,Unknown,Unknown,11.39
201213497,1,1190,813684,Abuse of Authority,Stop,44 < Age <= 49,Male/Man,Black,Unsubstantiated,Unsubstantiated,948425.0,Police Officer,TB ATER,Unknown,Unknown,3.26
202001715,3,5150,1100656,Abuse of Authority,Question,49 < Age <= 54,Male/Man,Hispanic,Exonerated,Exonerated,940464.0,Lieutenant,023 DET,Unknown,Unknown,14.11
201115884,1,523,772084,Force,Physical force,29 < Age <= 34,Male/Man,Black,Complainant Uncooperative,Complainant Uncooperative,949680.0,Police Officer,PBBX,Unknown,Unknown,1.43
201016894,1,0,748305,Discourtesy,Word,44 < Age <= 49,Female/Woman,Black,Officer(s) Unidentified,Officer(s) Unidentified,0,Unknown,Unknown,Unknown,Unknown,0.0
201609134,2,839,968243,Force,Physical force,24 < Age <= 29,Male/Man,Black,Complainant Unavailable,Complainant Unavailable,956578.0,Police Officer,TB DT04,Unknown,Unknown,2.3
202310806,1,1081,1254537,Discourtesy,Word,20 < Age <= 24,Male/Man,Unknown,Unable to Determine,Unable to Determine,969591.0,Police Officer,076 PCT,Black and/or African American (R),Unknown,2.96
200305153,1,0,328525,Abuse of Authority,Question and/or stop,24 < Age <= 29,Male/Man,Black,Complainant Uncooperative,Complainant Uncooperative,0,Unknown,Unknown,Unknown,Unknown,0.0
202504042,1,7971,1316986,Abuse of Authority,Refusal to provide name,20 < Age <= 24,Unknown,Unknown,SRAD Closure,SRAD Closure,932932.0,Deputy Inspector,114 PCT,Unknown,Unknown,21.84
201500767,1,2569,918031,Force,Chokehold,39 < Age <= 44,Female/Woman,Black,Miscellaneous - Subject Resigned,Miscellaneous - Subject Resigned,945212.0,Police Officer,079 PCT,Unknown,Unknown,7.04
200309442,1,0,339327,Discourtesy,Action,0,Male/Man,Unknown,Complainant Unavailable,Complainant Unavailable,0,Unknown,Unknown,Unknown,Unknown,0.0
202407451,2,1223,1284970,Abuse of Authority,Vehicle stop,20 < Age <= 24,Male/Man,Unknown,Alleged Victim Uncooperative,Alleged Victim Uncooperative,971000.0,Police Officer,103 PCT,Decline to Answer (NA),Unknown,3.35
201209992,1,1487,829098,Abuse of Authority,Refusal to provide name/shield number,34 < Age <= 39,Male/Man,Black,Unfounded,Unsubstantiated,946973.0,Police Officer,MTN PCT,Unknown,Unknown,4.07
200701259,1,0,488110,Abuse of Authority,Vehicle stop,29 < Age <= 34,Male/Man,Hispanic,Complainant Uncooperative,Complainant Uncooperative,0,Unknown,Unknown,Unknown,Unknown,0.0
201205259,1,1746,786844,Force,Physical force,39 < Age <= 44,Female/Woman,Hispanic,Alleged Victim Uncooperative,Alleged Victim Uncooperative,944509.0,Police Officer,120 PCT,Unknown,Unknown,4.78
201904457,1,4881,1078797,Abuse of Authority,Failure to provide RTKA card,24 < Age <= 29,Male/Man,Hispanic,Unsubstantiated,Unsubstantiated,940561.0,Detective,NARCBBN,Unknown,Unknown,13.37
200700869,1,0,490601,Force,Gun Pointed,17 < Age <= 20,Male/Man,Black,Alleged Victim Uncooperative,Alleged Victim Uncooperative,0,Unknown,Unknown,Unknown,Unknown,0.0
202305782,1,0,1230548,Abuse of Authority,Forcible Removal to Hospital,34 < Age <= 39,Unknown,Unknown,Complainant Uncooperative,Complainant Uncooperative,0,Unknown,Unknown,Unknown,Unknown,0.0
200003171,2,0,244662,Abuse of Authority,Strip-searched,39 < Age <= 44,Male/Man,Black,Complainant Uncooperative,Complainant Uncooperative,0,Unknown,Unknown,Unknown,Unknown,0.0
200905152,1,0,624351,Force,Physical force,0,Female/Woman,Unknown,Complaint Withdrawn,Complaint Withdrawn,0,Unknown,Unknown,Unknown,Unknown,0.0
201013044,1,1900,731962,Force,Physical force,14 < Age <= 17,Female/Woman,Black,Unsubstantiated,Unsubstantiated,938405.0,Police Officer,073 PCT,Unknown,Unknown,5.21
201903926,1,0,1057068,Abuse of Authority,Vehicle search,20 < Age <= 24,Male/Man,Hispanic,Complainant Uncooperative,Complainant Uncooperative,0,Unknown,075 PCT,Unknown,Unknown,0.0
202309316,1,0,1249780,Discourtesy,Action,0,Male/Man,Unknown,Officer(s) Unidentified,Officer(s) Unidentified,0,Unknown,Unknown,Unknown,Unknown,0.0
201202882,1,2796,794982,Force,Physical force,44 < Age <= 49,Male/Man,Hispanic,Exonerated,Exonerated,934654.0,Police Officer,052 PCT,Unknown,Unknown,7.66
200718330,1,1074,557522,Abuse of Authority,Question,39 < Age <= 44,Male/Man,Hispanic,Miscellaneous - Subject Resigned,Miscellaneous - Subject Resigned,937116.0,Police Officer,114 PCT,Unknown,Unknown,2.94
202307828,3,773,1299500,Abuse of Authority,Vehicle search,34 < Age <= 39,Male/Man,Unknown,Within NYPD Guidelines,Within NYPD Guidelines,971963.0,Police Officer,033 PCT,Dominican (E),Unknown,2.12
202302701,2,1547,1224824,Discourtesy,Word,34 < Age <= 39,Male/Man,Unknown,Substantiated,Within NYPD Guidelines,966949.0,Police Officer,041 PCT,Decline to Answer (NA),Unknown,4.24
200201200,3,0,313318,Discourtesy,Word,17 < Age <= 20,Male/Man,Black,Unsubstantiated,Unsubstantiated,0,Unknown,Unknown,Unknown,Unknown,0.0
200206250,1,0,301584,Force,Pepper spray,17 < Age <= 20,Male/Man,Black,Complainant Uncooperative,Complainant Uncooperative,0,Unknown,Unknown,Unknown,Unknown,0.0
200206766,1,5553,313602,Force,Physical force,24 < Age <= 29,Male/Man,Black,Exonerated,Unsubstantiated,893179.0,Police Officer,070 PCT,Unknown,Unknown,15.21
202406458,7,0,1316740,Abuse of Authority,Frisk,34 < Age <= 39,Unknown,Unknown,Within NYPD Guidelines,Within NYPD Guidelines,0,Unknown,Unknown,Unknown,Unknown,0.0
201212451,4,1713,802240,Abuse of Authority,Premises entered and/or searched,0,Unknown,Unknown,Complainant Uncooperative,Complainant Uncooperative,946524.0,Police Officer,032 PCT,Unknown,Unknown,4.69
201908813,4,2272,1077808,Abuse of Authority,Stop,34 < Age <= 39,Male/Man,Black,Unsubstantiated,Unsubstantiated,955633.0,Police Officer,041 PCT,Unknown,Unknown,6.22
201505010,1,4370,928262,Abuse of Authority,Refusal to provide name/shield number,24 < Age <= 29,Male/Man,Black,Unfounded,Unfounded,933415.0,Police Officer,TB DT02,Unknown,Unknown,11.97
201804402,1,0,1023977,Abuse of Authority,Vehicle stop,17 < Age <= 20,Female/Woman,Hispanic,Complainant Uncooperative,Complainant Uncooperative,0,Unknown,NARCBQN,Unknown,Unknown,0.0
200303453,1,3963,336359,Abuse of Authority,Frisk and/or search,0,Unknown,Unknown,Unsubstantiated,Unsubstantiated,902577.0,Police Officer,075 PCT,Unknown,Unknown,10.86
201205670,1,0,790809,Force,Physical force,20 < Age <= 24,Male/Man,Black,Complainant Uncooperative,Complainant Uncooperative,0,Unknown,023 PCT,Unknown,Unknown,0.0
200007972,1,0,278206,Abuse of Authority,Frisk and/or search,0,Male/Man,Unknown,Complainant Uncooperative,Complainant Uncooperative,0,Unknown,Unknown,Unknown,Unknown,0.0
201209171,1,0,792175,Discourtesy,Word,0,Female/Woman,Unknown,Complaint Withdrawn,Complaint Withdrawn,0,Unknown,67 PCT,Unknown,Unknown,0.0
200811960,1,0,584762,Discourtesy,Word,17 < Age <= 20,Male/Man,Hispanic,Unfounded,Unfounded,0,Police Officer,Unknown,Unknown,Unknown,0.0
